filter:Site,population,population_order,population_color,date,participant_count
Clinical Site 03,Randomized,2,#3690c0,2015-12-13,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-14,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-15,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-16,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-17,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-18,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-19,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-20,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-21,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-22,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-23,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-24,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-25,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-26,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-27,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-28,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-29,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-30,17
Clinical Site 03,Randomized,2,#3690c0,2015-12-31,17
Clinical Site 03,Randomized,2,#3690c0,2016-01-01,17
Clinical Site 03,Randomized,2,#3690c0,2016-01-02,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-03,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-04,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-05,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-06,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-07,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-08,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-09,18
Clinical Site 03,Randomized,2,#3690c0,2016-01-10,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-11,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-12,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-13,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-14,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-15,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-16,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-17,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-18,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-19,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-20,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-21,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-22,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-23,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-24,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-25,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-26,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-27,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-28,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-29,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-30,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-31,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-01,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-02,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-03,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-04,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-05,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-06,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-07,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-08,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-09,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-10,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-11,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-12,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-13,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-14,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-15,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-16,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-17,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-18,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-19,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-20,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-21,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-22,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-23,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-24,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-25,20
Clinical Site 03,Randomized,2,#3690c0,2016-02-26,20
Clinical Site 04,Screened,1,#a6bddb,2015-01-08,0
Clinical Site 04,Screened,1,#a6bddb,2015-01-09,0
Clinical Site 04,Screened,1,#a6bddb,2015-01-10,0
Clinical Site 04,Screened,1,#a6bddb,2015-01-11,0
Clinical Site 04,Screened,1,#a6bddb,2015-01-12,0
Clinical Site 04,Screened,1,#a6bddb,2015-01-13,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-14,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-15,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-16,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-17,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-18,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-19,1
Clinical Site 04,Screened,1,#a6bddb,2015-01-20,2
Clinical Site 04,Screened,1,#a6bddb,2015-01-21,2
Clinical Site 04,Screened,1,#a6bddb,2015-01-22,3
Clinical Site 04,Screened,1,#a6bddb,2015-01-23,4
Clinical Site 04,Screened,1,#a6bddb,2015-01-24,4
Clinical Site 04,Screened,1,#a6bddb,2015-01-25,4
Clinical Site 04,Screened,1,#a6bddb,2015-01-26,5
Clinical Site 04,Screened,1,#a6bddb,2015-01-27,5
Clinical Site 04,Screened,1,#a6bddb,2015-01-28,5
Clinical Site 04,Screened,1,#a6bddb,2015-01-29,5
Clinical Site 04,Screened,1,#a6bddb,2015-01-30,5
Clinical Site 04,Screened,1,#a6bddb,2015-01-31,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-01,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-02,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-03,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-04,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-05,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-06,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-07,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-08,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-09,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-10,5
Clinical Site 04,Screened,1,#a6bddb,2015-02-11,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-12,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-13,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-14,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-15,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-16,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-17,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-18,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-19,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-20,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-21,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-22,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-23,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-24,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-25,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-26,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-27,6
Clinical Site 04,Screened,1,#a6bddb,2015-02-28,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-01,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-02,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-03,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-04,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-05,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-06,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-07,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-08,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-09,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-10,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-11,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-12,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-13,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-14,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-15,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-16,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-17,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-18,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-19,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-20,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-21,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-22,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-23,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-24,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-25,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-26,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-27,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-28,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-29,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-30,6
Clinical Site 04,Screened,1,#a6bddb,2015-03-31,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-01,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-02,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-03,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-04,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-05,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-06,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-07,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-08,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-09,6
Clinical Site 04,Screened,1,#a6bddb,2015-04-10,7
Clinical Site 04,Screened,1,#a6bddb,2015-04-11,7
Clinical Site 04,Screened,1,#a6bddb,2015-04-12,7
Clinical Site 04,Screened,1,#a6bddb,2015-04-13,7
Clinical Site 04,Screened,1,#a6bddb,2015-04-14,7
Clinical Site 04,Screened,1,#a6bddb,2015-04-15,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-16,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-17,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-18,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-19,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-20,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-21,8
Clinical Site 04,Screened,1,#a6bddb,2015-04-22,9
Clinical Site 04,Screened,1,#a6bddb,2015-04-23,9
Clinical Site 04,Screened,1,#a6bddb,2015-04-24,9
Clinical Site 04,Screened,1,#a6bddb,2015-04-25,10
Clinical Site 04,Screened,1,#a6bddb,2015-04-26,10
Clinical Site 04,Screened,1,#a6bddb,2015-04-27,11
Clinical Site 04,Screened,1,#a6bddb,2015-04-28,11
Clinical Site 04,Screened,1,#a6bddb,2015-04-29,11
Clinical Site 04,Screened,1,#a6bddb,2015-04-30,11
Clinical Site 04,Screened,1,#a6bddb,2015-05-01,11
Clinical Site 04,Screened,1,#a6bddb,2015-05-02,11
Clinical Site 04,Screened,1,#a6bddb,2015-05-03,11
Clinical Site 04,Screened,1,#a6bddb,2015-05-04,11
Clinical Site 04,Screened,1,#a6bddb,2015-05-05,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-06,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-07,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-08,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-09,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-10,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-11,12
Clinical Site 04,Screened,1,#a6bddb,2015-05-12,13
Clinical Site 04,Screened,1,#a6bddb,2015-05-13,13
Clinical Site 04,Screened,1,#a6bddb,2015-05-14,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-15,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-16,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-17,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-18,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-19,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-20,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-21,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-22,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-23,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-24,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-25,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-26,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-27,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-28,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-29,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-30,14
Clinical Site 04,Screened,1,#a6bddb,2015-05-31,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-01,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-02,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-03,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-04,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-05,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-06,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-07,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-08,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-09,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-10,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-11,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-12,14
Clinical Site 04,Screened,1,#a6bddb,2015-06-13,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-14,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-15,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-16,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-17,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-18,15
Clinical Site 04,Screened,1,#a6bddb,2015-06-19,16
Clinical Site 04,Screened,1,#a6bddb,2015-06-20,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-21,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-22,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-23,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-24,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-25,17
Clinical Site 04,Screened,1,#a6bddb,2015-06-26,18
Clinical Site 04,Screened,1,#a6bddb,2015-06-27,18
Clinical Site 04,Screened,1,#a6bddb,2015-06-28,18
Clinical Site 04,Screened,1,#a6bddb,2015-06-29,18
Clinical Site 04,Screened,1,#a6bddb,2015-06-30,18
Clinical Site 04,Screened,1,#a6bddb,2015-07-01,18
Clinical Site 04,Screened,1,#a6bddb,2015-07-02,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-03,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-04,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-05,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-06,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-07,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-08,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-09,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-10,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-11,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-12,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-13,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-14,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-15,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-16,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-17,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-18,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-19,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-20,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-21,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-22,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-23,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-24,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-25,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-26,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-27,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-28,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-29,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-30,19
Clinical Site 04,Screened,1,#a6bddb,2015-07-31,19
Clinical Site 04,Screened,1,#a6bddb,2015-08-01,19
Clinical Site 04,Screened,1,#a6bddb,2015-08-02,19
Clinical Site 04,Screened,1,#a6bddb,2015-08-03,20
Clinical Site 04,Screened,1,#a6bddb,2015-08-04,20
Clinical Site 04,Screened,1,#a6bddb,2015-08-05,20
Clinical Site 04,Screened,1,#a6bddb,2015-08-06,20
Clinical Site 04,Screened,1,#a6bddb,2015-08-07,20
Clinical Site 04,Screened,1,#a6bddb,2015-08-08,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-09,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-10,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-11,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-12,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-13,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-14,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-15,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-16,21
Clinical Site 04,Screened,1,#a6bddb,2015-08-17,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-18,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-19,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-20,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-21,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-22,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-23,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-24,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-25,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-26,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-27,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-28,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-29,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-30,22
Clinical Site 04,Screened,1,#a6bddb,2015-08-31,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-01,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-02,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-03,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-04,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-05,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-06,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-07,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-08,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-09,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-10,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-11,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-12,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-13,22
Clinical Site 04,Screened,1,#a6bddb,2015-09-14,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-15,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-16,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-17,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-18,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-19,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-20,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-21,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-22,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-23,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-24,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-25,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-26,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-27,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-28,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-29,23
Clinical Site 04,Screened,1,#a6bddb,2015-09-30,23
Clinical Site 04,Screened,1,#a6bddb,2015-10-01,23
Clinical Site 04,Screened,1,#a6bddb,2015-10-02,23
Clinical Site 04,Screened,1,#a6bddb,2015-10-03,23
Clinical Site 04,Screened,1,#a6bddb,2015-10-04,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-05,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-06,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-07,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-08,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-09,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-10,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-11,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-12,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-13,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-14,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-15,24
Clinical Site 04,Screened,1,#a6bddb,2015-10-16,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-17,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-18,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-19,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-20,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-21,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-22,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-23,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-24,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-25,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-26,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-27,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-28,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-29,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-30,25
Clinical Site 04,Screened,1,#a6bddb,2015-10-31,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-01,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-02,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-03,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-04,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-05,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-06,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-07,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-08,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-09,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-10,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-11,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-12,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-13,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-14,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-15,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-16,26
Clinical Site 04,Screened,1,#a6bddb,2015-11-17,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-18,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-19,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-20,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-21,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-22,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-23,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-24,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-25,27
Clinical Site 04,Screened,1,#a6bddb,2015-11-26,28
Clinical Site 04,Screened,1,#a6bddb,2015-11-27,28
Clinical Site 04,Screened,1,#a6bddb,2015-11-28,28
Clinical Site 04,Screened,1,#a6bddb,2015-11-29,28
Clinical Site 04,Screened,1,#a6bddb,2015-11-30,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-01,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-02,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-03,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-04,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-05,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-06,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-07,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-08,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-09,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-10,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-11,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-12,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-13,28
Clinical Site 04,Screened,1,#a6bddb,2015-12-14,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-15,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-16,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-17,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-18,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-19,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-20,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-21,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-22,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-23,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-24,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-25,29
Clinical Site 04,Screened,1,#a6bddb,2015-12-26,30
Clinical Site 04,Screened,1,#a6bddb,2015-12-27,30
Clinical Site 04,Screened,1,#a6bddb,2015-12-28,30
Clinical Site 04,Screened,1,#a6bddb,2015-12-29,30
Clinical Site 04,Screened,1,#a6bddb,2015-12-30,30
Clinical Site 04,Screened,1,#a6bddb,2015-12-31,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-01,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-02,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-03,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-04,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-05,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-06,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-07,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-08,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-09,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-10,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-11,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-12,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-13,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-14,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-15,30
Clinical Site 04,Screened,1,#a6bddb,2016-01-16,30
