site,population,population_order,population_color,date,participant_count
Clinical Site 03,Randomized,2,#3690c0,2015-03-14,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-15,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-16,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-17,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-18,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-19,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-20,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-21,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-22,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-23,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-24,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-25,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-26,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-27,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-28,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-29,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-30,0
Clinical Site 03,Randomized,2,#3690c0,2015-03-31,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-01,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-02,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-03,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-04,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-05,0
Clinical Site 03,Randomized,2,#3690c0,2015-04-06,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-07,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-08,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-09,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-10,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-11,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-12,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-13,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-14,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-15,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-16,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-17,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-18,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-19,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-20,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-21,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-22,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-23,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-24,1
Clinical Site 03,Randomized,2,#3690c0,2015-04-25,2
Clinical Site 03,Randomized,2,#3690c0,2015-04-26,2
Clinical Site 03,Randomized,2,#3690c0,2015-04-27,2
Clinical Site 03,Randomized,2,#3690c0,2015-04-28,2
Clinical Site 03,Randomized,2,#3690c0,2015-04-29,2
Clinical Site 03,Randomized,2,#3690c0,2015-04-30,2
Clinical Site 03,Randomized,2,#3690c0,2015-05-01,2
Clinical Site 03,Randomized,2,#3690c0,2015-05-02,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-03,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-04,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-05,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-06,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-07,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-08,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-09,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-10,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-11,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-12,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-13,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-14,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-15,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-16,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-17,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-18,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-19,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-20,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-21,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-22,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-23,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-24,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-25,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-26,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-27,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-28,3
Clinical Site 03,Randomized,2,#3690c0,2015-05-29,4
Clinical Site 03,Randomized,2,#3690c0,2015-05-30,4
Clinical Site 03,Randomized,2,#3690c0,2015-05-31,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-01,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-02,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-03,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-04,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-05,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-06,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-07,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-08,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-09,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-10,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-11,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-12,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-13,4
Clinical Site 03,Randomized,2,#3690c0,2015-06-14,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-15,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-16,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-17,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-18,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-19,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-20,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-21,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-22,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-23,5
Clinical Site 03,Randomized,2,#3690c0,2015-06-24,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-25,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-26,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-27,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-28,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-29,6
Clinical Site 03,Randomized,2,#3690c0,2015-06-30,6
Clinical Site 03,Randomized,2,#3690c0,2015-07-01,6
Clinical Site 03,Randomized,2,#3690c0,2015-07-02,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-03,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-04,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-05,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-06,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-07,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-08,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-09,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-10,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-11,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-12,7
Clinical Site 03,Randomized,2,#3690c0,2015-07-13,8
Clinical Site 03,Randomized,2,#3690c0,2015-07-14,8
Clinical Site 03,Randomized,2,#3690c0,2015-07-15,8
Clinical Site 03,Randomized,2,#3690c0,2015-07-16,8
Clinical Site 03,Randomized,2,#3690c0,2015-07-17,9
Clinical Site 03,Randomized,2,#3690c0,2015-07-18,9
Clinical Site 03,Randomized,2,#3690c0,2015-07-19,9
Clinical Site 03,Randomized,2,#3690c0,2015-07-20,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-21,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-22,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-23,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-24,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-25,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-26,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-27,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-28,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-29,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-30,10
Clinical Site 03,Randomized,2,#3690c0,2015-07-31,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-01,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-02,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-03,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-04,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-05,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-06,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-07,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-08,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-09,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-10,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-11,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-12,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-13,11
Clinical Site 03,Randomized,2,#3690c0,2015-08-14,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-15,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-16,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-17,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-18,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-19,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-20,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-21,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-22,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-23,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-24,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-25,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-26,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-27,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-28,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-29,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-30,12
Clinical Site 03,Randomized,2,#3690c0,2015-08-31,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-01,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-02,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-03,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-04,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-05,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-06,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-07,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-08,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-09,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-10,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-11,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-12,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-13,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-14,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-15,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-16,12
Clinical Site 03,Randomized,2,#3690c0,2015-09-17,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-18,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-19,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-20,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-21,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-22,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-23,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-24,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-25,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-26,13
Clinical Site 03,Randomized,2,#3690c0,2015-09-27,14
Clinical Site 03,Randomized,2,#3690c0,2015-09-28,14
Clinical Site 03,Randomized,2,#3690c0,2015-09-29,14
Clinical Site 03,Randomized,2,#3690c0,2015-09-30,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-01,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-02,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-03,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-04,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-05,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-06,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-07,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-08,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-09,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-10,14
Clinical Site 03,Randomized,2,#3690c0,2015-10-11,15
Clinical Site 03,Randomized,2,#3690c0,2015-10-12,15
Clinical Site 03,Randomized,2,#3690c0,2015-10-13,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-14,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-15,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-16,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-17,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-18,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-19,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-20,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-21,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-22,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-23,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-24,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-25,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-26,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-27,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-28,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-29,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-30,16
Clinical Site 03,Randomized,2,#3690c0,2015-10-31,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-01,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-02,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-03,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-04,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-05,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-06,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-07,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-08,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-09,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-10,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-11,17
Clinical Site 03,Randomized,2,#3690c0,2015-11-12,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-13,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-14,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-15,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-16,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-17,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-18,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-19,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-20,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-21,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-22,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-23,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-24,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-25,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-26,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-27,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-28,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-29,18
Clinical Site 03,Randomized,2,#3690c0,2015-11-30,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-01,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-02,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-03,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-04,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-05,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-06,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-07,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-08,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-09,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-10,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-11,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-12,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-13,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-14,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-15,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-16,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-17,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-18,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-19,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-20,18
Clinical Site 03,Randomized,2,#3690c0,2015-12-21,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-22,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-23,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-24,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-25,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-26,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-27,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-28,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-29,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-30,19
Clinical Site 03,Randomized,2,#3690c0,2015-12-31,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-01,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-02,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-03,19
Clinical Site 03,Randomized,2,#3690c0,2016-01-04,21
Clinical Site 03,Randomized,2,#3690c0,2016-01-05,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-06,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-07,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-08,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-09,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-10,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-11,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-12,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-13,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-14,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-15,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-16,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-17,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-18,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-19,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-20,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-21,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-22,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-23,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-24,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-25,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-26,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-27,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-28,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-29,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-30,22
Clinical Site 03,Randomized,2,#3690c0,2016-01-31,22
Clinical Site 03,Randomized,2,#3690c0,2016-02-01,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-02,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-03,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-04,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-05,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-06,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-07,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-08,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-09,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-10,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-11,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-12,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-13,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-14,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-15,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-16,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-17,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-18,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-19,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-20,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-21,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-22,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-23,23
Clinical Site 03,Randomized,2,#3690c0,2016-02-24,23
Clinical Site 03,Target,3,#034e7b,2015-02-01,0.0967741935483871
Clinical Site 03,Target,3,#034e7b,2015-02-02,0.193548387096774
Clinical Site 03,Target,3,#034e7b,2015-02-03,0.290322580645161
Clinical Site 03,Target,3,#034e7b,2015-02-04,0.387096774193548
Clinical Site 03,Target,3,#034e7b,2015-02-05,0.483870967741936
Clinical Site 03,Target,3,#034e7b,2015-02-06,0.580645161290323
Clinical Site 03,Target,3,#034e7b,2015-02-07,0.67741935483871
Clinical Site 03,Target,3,#034e7b,2015-02-08,0.774193548387097
Clinical Site 03,Target,3,#034e7b,2015-02-09,0.870967741935484
Clinical Site 03,Target,3,#034e7b,2015-02-10,0.967741935483871
Clinical Site 03,Target,3,#034e7b,2015-02-11,1.06451612903226
Clinical Site 03,Target,3,#034e7b,2015-02-12,1.16129032258065
Clinical Site 03,Target,3,#034e7b,2015-02-13,1.25806451612903
Clinical Site 03,Target,3,#034e7b,2015-02-14,1.35483870967742
Clinical Site 03,Target,3,#034e7b,2015-02-15,1.45161290322581
Clinical Site 03,Target,3,#034e7b,2015-02-16,1.54838709677419
Clinical Site 03,Target,3,#034e7b,2015-02-17,1.64516129032258
Clinical Site 03,Target,3,#034e7b,2015-02-18,1.74193548387097
Clinical Site 03,Target,3,#034e7b,2015-02-19,1.83870967741935
Clinical Site 03,Target,3,#034e7b,2015-02-20,1.93548387096774
Clinical Site 03,Target,3,#034e7b,2015-02-21,2.03225806451613
Clinical Site 03,Target,3,#034e7b,2015-02-22,2.12903225806452
Clinical Site 03,Target,3,#034e7b,2015-02-23,2.2258064516129
Clinical Site 03,Target,3,#034e7b,2015-02-24,2.32258064516129
Clinical Site 03,Target,3,#034e7b,2015-02-25,2.41935483870968
Clinical Site 03,Target,3,#034e7b,2015-02-26,2.51612903225806
Clinical Site 03,Target,3,#034e7b,2015-02-27,2.61290322580645
Clinical Site 03,Target,3,#034e7b,2015-02-28,2.70967741935484
Clinical Site 03,Target,3,#034e7b,2015-03-01,2.80645161290323
Clinical Site 03,Target,3,#034e7b,2015-03-02,2.90322580645161
Clinical Site 03,Target,3,#034e7b,2015-03-03,3
Clinical Site 03,Target,3,#034e7b,2015-03-04,3.09677419354839
Clinical Site 03,Target,3,#034e7b,2015-03-05,3.19354838709677
Clinical Site 03,Target,3,#034e7b,2015-03-06,3.29032258064516
Clinical Site 03,Target,3,#034e7b,2015-03-07,3.38709677419355
Clinical Site 03,Target,3,#034e7b,2015-03-08,3.48387096774194
Clinical Site 03,Target,3,#034e7b,2015-03-09,3.58064516129032
Clinical Site 03,Target,3,#034e7b,2015-03-10,3.67741935483871
Clinical Site 03,Target,3,#034e7b,2015-03-11,3.7741935483871
Clinical Site 03,Target,3,#034e7b,2015-03-12,3.87096774193548
Clinical Site 03,Target,3,#034e7b,2015-03-13,3.96774193548387
Clinical Site 03,Target,3,#034e7b,2015-03-14,4.06451612903226
Clinical Site 03,Target,3,#034e7b,2015-03-15,4.16129032258065
Clinical Site 03,Target,3,#034e7b,2015-03-16,4.25806451612903
Clinical Site 03,Target,3,#034e7b,2015-03-17,4.35483870967742
Clinical Site 03,Target,3,#034e7b,2015-03-18,4.45161290322581
Clinical Site 03,Target,3,#034e7b,2015-03-19,4.54838709677419
Clinical Site 03,Target,3,#034e7b,2015-03-20,4.64516129032258
Clinical Site 03,Target,3,#034e7b,2015-03-21,4.74193548387097
Clinical Site 03,Target,3,#034e7b,2015-03-22,4.83870967741936
Clinical Site 03,Target,3,#034e7b,2015-03-23,4.93548387096774
Clinical Site 03,Target,3,#034e7b,2015-03-24,5.03225806451613
Clinical Site 03,Target,3,#034e7b,2015-03-25,5.12903225806452
Clinical Site 03,Target,3,#034e7b,2015-03-26,5.2258064516129
Clinical Site 03,Target,3,#034e7b,2015-03-27,5.32258064516129
Clinical Site 03,Target,3,#034e7b,2015-03-28,5.41935483870968
Clinical Site 03,Target,3,#034e7b,2015-03-29,5.51612903225806
Clinical Site 03,Target,3,#034e7b,2015-03-30,5.61290322580645
Clinical Site 03,Target,3,#034e7b,2015-03-31,5.70967741935484
Clinical Site 03,Target,3,#034e7b,2015-04-01,5.80645161290323
Clinical Site 03,Target,3,#034e7b,2015-04-02,5.90322580645161
Clinical Site 03,Target,3,#034e7b,2015-04-03,6
Clinical Site 03,Target,3,#034e7b,2015-04-04,6.09677419354839
Clinical Site 03,Target,3,#034e7b,2015-04-05,6.19354838709677
Clinical Site 03,Target,3,#034e7b,2015-04-06,6.29032258064516
Clinical Site 03,Target,3,#034e7b,2015-04-07,6.38709677419355
Clinical Site 03,Target,3,#034e7b,2015-04-08,6.48387096774194
Clinical Site 03,Target,3,#034e7b,2015-04-09,6.58064516129032
Clinical Site 03,Target,3,#034e7b,2015-04-10,6.67741935483871
Clinical Site 03,Target,3,#034e7b,2015-04-11,6.7741935483871
Clinical Site 03,Target,3,#034e7b,2015-04-12,6.87096774193548
Clinical Site 03,Target,3,#034e7b,2015-04-13,6.96774193548387
Clinical Site 03,Target,3,#034e7b,2015-04-14,7.06451612903226
Clinical Site 03,Target,3,#034e7b,2015-04-15,7.16129032258065
Clinical Site 03,Target,3,#034e7b,2015-04-16,7.25806451612903
Clinical Site 03,Target,3,#034e7b,2015-04-17,7.35483870967742
Clinical Site 03,Target,3,#034e7b,2015-04-18,7.45161290322581
Clinical Site 03,Target,3,#034e7b,2015-04-19,7.54838709677419
Clinical Site 03,Target,3,#034e7b,2015-04-20,7.64516129032258
Clinical Site 03,Target,3,#034e7b,2015-04-21,7.74193548387097
Clinical Site 03,Target,3,#034e7b,2015-04-22,7.83870967741936
Clinical Site 03,Target,3,#034e7b,2015-04-23,7.93548387096774
Clinical Site 03,Target,3,#034e7b,2015-04-24,8.03225806451613
Clinical Site 03,Target,3,#034e7b,2015-04-25,8.12903225806452
Clinical Site 03,Target,3,#034e7b,2015-04-26,8.2258064516129
Clinical Site 03,Target,3,#034e7b,2015-04-27,8.32258064516129
Clinical Site 03,Target,3,#034e7b,2015-04-28,8.41935483870968
Clinical Site 03,Target,3,#034e7b,2015-04-29,8.51612903225806
Clinical Site 03,Target,3,#034e7b,2015-04-30,8.61290322580645
Clinical Site 03,Target,3,#034e7b,2015-05-01,8.70967741935484
Clinical Site 03,Target,3,#034e7b,2015-05-02,8.80645161290323
